Epoch, Ratio of 1s (if random), Location of ASM (if needed), Accuracy, Loss
137, , layer3.1.conv2, 0.4466785490512848, 0.012857985924327305 
138, , layer3.1.conv2, 0.44769662618637085, 0.013066834880365735 
139, , layer3.1.conv2, 0.4504963159561157, 0.013197671490244721 
140, , layer3.1.conv2, 0.45914989709854126, 0.012805475582449028 
141, , layer3.1.conv2, 0.4550776183605194, 0.013259462293519049 
142, , layer3.1.conv2, 0.4563502073287964, 0.013203971643549821 
143, , layer3.1.conv2, 0.45711377263069153, 0.01305519732757815 
144, , layer3.1.conv2, 0.45380502939224243, 0.013364529929776384 
145, , layer3.1.conv2, 0.4616950750350952, 0.013160020439155717 
146, , layer3.1.conv2, 0.46042248606681824, 0.013224500414675263 
147, , layer3.1.conv2, 0.45889538526535034, 0.013281000812686591 
148, , layer3.1.conv2, 0.4578773081302643, 0.01327609822066815 
149, , layer3.1.conv2, 0.46042248606681824, 0.013120516156173292 
150, , layer3.1.conv2, 0.4599134624004364, 0.013202339535937961 
151, , layer4.1.conv2, 0.06693815439939499, 0.016688502390107357 
152, , layer4.1.conv2, 0.23288369178771973, 0.014960510914609098 
153, , layer4.1.conv2, 0.32349199056625366, 0.013856382581167592 
154, , layer4.1.conv2, 0.342326283454895, 0.01315161501611878 
155, , layer4.1.conv2, 0.3718503415584564, 0.012551738336572334 
156, , layer4.1.conv2, 0.38508525490760803, 0.012279743091178384 
157, , layer4.1.conv2, 0.4143548011779785, 0.011859756111946989 
158, , layer4.1.conv2, 0.43268007040023804, 0.01170969133796993 
159, , layer4.1.conv2, 0.440061092376709, 0.011511427751173649 
160, , layer4.1.conv2, 0.4548231065273285, 0.011270912435710748 
161, , layer4.1.conv2, 0.4568592607975006, 0.011371389452389828 
162, , layer4.1.conv2, 0.4680580198764801, 0.011199121895137408 
163, , layer4.1.conv2, 0.4777297079563141, 0.011154062786184821 
164, , layer4.1.conv2, 0.4825655519962311, 0.01110395436433776 
165, , layer4.1.conv2, 0.48536524176597595, 0.010941343017436373 
166, , layer4.1.conv2, 0.4973275661468506, 0.010697673419317419 
167, , layer4.1.conv2, 0.48994654417037964, 0.010967678493080809 
168, , layer4.1.conv2, 0.4940188229084015, 0.011119566472864963 
169, , layer4.1.conv2, 0.49147364497184753, 0.011119833282915865 
170, , layer4.1.conv2, 0.5034359693527222, 0.010771811069135115 
171, , layer4.1.conv2, 0.4973275661468506, 0.011115154105914887 
172, , layer4.1.conv2, 0.4988546669483185, 0.011135990260423488 
173, , layer4.1.conv2, 0.5077627897262573, 0.01089227396770117 
174, , layer4.1.conv2, 0.5024179220199585, 0.011161044865778368 
175, , layer4.1.conv2, 0.5072537660598755, 0.010972624548399652 
176, , layer4.1.conv2, 0.5059811472892761, 0.011012521666041098 
177, , layer4.1.conv2, 0.5026724338531494, 0.011115947899001643 
178, , layer4.1.conv2, 0.5057266354560852, 0.01102075056587961 
179, , layer4.1.conv2, 0.511326014995575, 0.010833437523486263 
180, , layer4.1.conv2, 0.5097989439964294, 0.01095674937691935 
181, , layer1.1.conv2, 0.0768643394112587, 0.017513683868382958 
182, , layer1.1.conv2, 0.23822855949401855, 0.016791790427977148 
183, , layer1.1.conv2, 0.2715703845024109, 0.016675470439069112 
184, , layer1.1.conv2, 0.28684142231941223, 0.016840690812800003 
185, , layer1.1.conv2, 0.29829472303390503, 0.016569922673668865 
186, , layer1.1.conv2, 0.30363959074020386, 0.016688602818396597 
187, , layer1.1.conv2, 0.3097480237483978, 0.016380190394191106 
188, , layer1.1.conv2, 0.3156019449234009, 0.01651250329992188 
189, , layer1.1.conv2, 0.31789258122444153, 0.016532337553296632 
190, , layer1.1.conv2, 0.3237465023994446, 0.01624642155133425 
191, , layer1.1.conv2, 0.32781878113746643, 0.01618866948991612 
192, , layer1.1.conv2, 0.3288368582725525, 0.01665629468882894 
193, , layer1.1.conv2, 0.33494529128074646, 0.016380927995981287 
194, , layer1.1.conv2, 0.3367269039154053, 0.016365427602548034 
195, , layer1.1.conv2, 0.33799949288368225, 0.0165520837650435 
196, , layer1.1.conv2, 0.34308984875679016, 0.016180385536563764 
197, , layer1.1.conv2, 0.3466531038284302, 0.016575379987866196 
198, , layer1.1.conv2, 0.34919828176498413, 0.01675151871433389 
199, , layer1.1.conv2, 0.347162127494812, 0.017027151398028875 
200, , layer1.1.conv2, 0.34970730543136597, 0.016789553805021392 
201, , layer1.1.conv2, 0.34767115116119385, 0.017229630257464996 
202, , layer1.1.conv2, 0.3535250723361969, 0.017047738658772016 
203, , layer1.1.conv2, 0.3537795841693878, 0.017092061239242798 
204, , layer1.1.conv2, 0.35276150703430176, 0.017501131227284056 
205, , layer1.1.conv2, 0.3568337857723236, 0.017167806306787044 
206, , layer1.1.conv2, 0.35454314947128296, 0.01733600539571306 
207, , layer1.1.conv2, 0.35581573843955994, 0.017318113898769777 
208, , layer1.1.conv2, 0.35581573843955994, 0.01729146037492536 
209, , layer1.1.conv2, 0.3547976613044739, 0.017151185629719175 
210, , layer1.1.conv2, 0.35734283924102783, 0.017164643566612677 
211, , allConv, 0.06668363511562347, 0.01668731830720229 
212, , allConv, 0.23339271545410156, 0.014958991109945599 
213, , allConv, 0.3224739134311676, 0.013844473909925159 
214, , allConv, 0.34156274795532227, 0.013156439154225168 
215, , allConv, 0.37210485339164734, 0.012537477701545884 
216, , allConv, 0.386357843875885, 0.01226555066243417 
217, , allConv, 0.41613641381263733, 0.011831612828488446 
218, , allConv, 0.4331890940666199, 0.011690789186550964 
219, , allConv, 0.44082462787628174, 0.011498253319396351 
220, , allConv, 0.4568592607975006, 0.01125933478339145 
221, , allConv, 0.4578773081302643, 0.011346246092396555 
222, , allConv, 0.46882158517837524, 0.011175892968370764 
223, , allConv, 0.4777297079563141, 0.01114740129583936 
224, , allConv, 0.4810384213924408, 0.011098057721886328 
225, , allConv, 0.48383814096450806, 0.010933783057992712 
226, , allConv, 0.4958004653453827, 0.010689531916363241 
227, , allConv, 0.49045559763908386, 0.010951750771208676 
228, , allConv, 0.4922372102737427, 0.01110139570335724 
229, , allConv, 0.4924917221069336, 0.011111777212274502 
230, , allConv, 0.5029269456863403, 0.010765342425377687 
231, , allConv, 0.4960549771785736, 0.011092717250390464 
232, , allConv, 0.4993637204170227, 0.01110096408168485 
233, , allConv, 0.5085263252258301, 0.010879578648647543 
234, , allConv, 0.5008907914161682, 0.011163271878262639 
235, , allConv, 0.5075082778930664, 0.010955052791160007 
236, , allConv, 0.5069992542266846, 0.010992215210076475 
237, , allConv, 0.5029269456863403, 0.011096830865935716 
238, , allConv, 0.5057266354560852, 0.011005932447654838 
239, , allConv, 0.5115805268287659, 0.010822394136012313 
240, , allConv, 0.5090353488922119, 0.01094287425302373 
241, , avgpool, 0.0654110461473465, 0.01662684955436724 
242, , avgpool, 0.21506744623184204, 0.014815483908824381 
243, , avgpool, 0.3255281150341034, 0.013631271266184802 
244, , avgpool, 0.3486892282962799, 0.012833508258255483 
245, , avgpool, 0.3848307430744171, 0.01220668481791344 
246, , avgpool, 0.3978111445903778, 0.011908651763593674 
247, , avgpool, 0.4255535900592804, 0.011522889653062906 
248, , avgpool, 0.4436243176460266, 0.011337913851545008 
249, , avgpool, 0.45558667182922363, 0.011107738189765229 
250, , avgpool, 0.47034868597984314, 0.010884363677368785 
251, , avgpool, 0.4644947946071625, 0.011004232334769024 
252, , avgpool, 0.4795113205909729, 0.010746631800718786 
253, , avgpool, 0.48663783073425293, 0.010689032839345216 
254, , avgpool, 0.4912191331386566, 0.010647911186829933 
255, , avgpool, 0.4975820779800415, 0.010505270703083444 
256, , avgpool, 0.5072537660598755, 0.010309737627971684 
257, , avgpool, 0.5011453032493591, 0.01053649305417417 
258, , avgpool, 0.5077627897262573, 0.010587301394447293 
259, , avgpool, 0.5026724338531494, 0.010627445342674848 
260, , avgpool, 0.5153983235359192, 0.01030471554601062 
261, , avgpool, 0.5123441219329834, 0.010556602013811988 
262, , avgpool, 0.5105624794960022, 0.010609067595317547 
263, , avgpool, 0.5204886794090271, 0.010342217395857231 
264, , avgpool, 0.5176889896392822, 0.010602408691531498 
265, , avgpool, 0.5222703218460083, 0.010437329835216943 
266, , avgpool, 0.5220157504081726, 0.010459597236966323 
267, , avgpool, 0.5179435014724731, 0.010524261867038224 
268, , avgpool, 0.5199796557426453, 0.010481657000952138 
269, , avgpool, 0.5263425707817078, 0.010318643205127634 
270, , avgpool, 0.5222703218460083, 0.010415624657427272 
